source	target	depth
matilda effect	sociology of science	5
matilda effect	women in science	5
matilda effect	timeline of women in science	5
matilda effect	cryptogyny	5
logology (science of science)	agnotology	5
logology (science of science)	artificial general intelligence	5
logology (science of science)	artificial intelligence	5
logology (science of science)	cancel culture	5
logology (science of science)	chinese room	5
logology (science of science)	cyril burt	5
logology (science of science)	data fabrication	5
logology (science of science)	demarcation problem	5
logology (science of science)	denialism	5
logology (science of science)	economics of science	5
logology (science of science)	economics of scientific knowledge	5
logology (science of science)	hard and soft science	5
logology (science of science)	historic recurrence	5
logology (science of science)	historiography of science	5
logology (science of science)	history of military technology	5
logology (science of science)	history of science	5
logology (science of science)	history of science policy	5
logology (science of science)	history of technology	5
logology (science of science)	impact factor	5
logology (science of science)	interdisciplinarity	5
logology (science of science)	invalid science	5
logology (science of science)	junk science	5
logology (science of science)	little science, big science	5
logology (science of science)	matilda effect	5
logology (science of science)	matthew effect	5
logology (science of science)	mertonian norms	5
logology (science of science)	metascience	5
logology (science of science)	military funding of science	5
logology (science of science)	multiple discovery	5
logology (science of science)	philosophy of science	5
logology (science of science)	politicization of science	5
logology (science of science)	pseudoscience	5
logology (science of science)	publication bias	5
logology (science of science)	publish or perish	5
logology (science of science)	replicability	5
logology (science of science)	replication crisis	5
logology (science of science)	reproducibility project	5
logology (science of science)	role of chance in scientific discoveries	5
logology (science of science)	science and technology studies	5
logology (science of science)	science citation index expanded	5
logology (science of science)	science of science policy	5
logology (science of science)	science studies	5
logology (science of science)	science, technology and society	5
logology (science of science)	scientific misconduct	5
logology (science of science)	scientometrics	5
logology (science of science)	serendipity	5
logology (science of science)	social physics	5
logology (science of science)	sociology of knowledge	5
logology (science of science)	sociology of science	5
logology (science of science)	sociology of scientific ignorance	5
logology (science of science)	sociology of scientific knowledge	5
logology (science of science)	stigler's law of eponymy	5
logology (science of science)	technological singularity	5
logology (science of science)	women in computing	5
logology (science of science)	women in science	5
logology (science of science)	women in stem fields	5
logology (science of science)	woozle effect	5
logology (science of science)	workplace bullying in academia	5
invention	bayh–dole act	5
invention	bold hypothesis	5
invention	chindōgu	5
invention	creativity techniques	5
invention	directive on the legal protection of biotechnological inventions	5
invention	discovery (observation)	5
invention	edisonian approach	5
invention	heroic theory of invention and scientific development	5
invention	independent inventor	5
invention	inpex (invention show)	5
invention	international innovation index	5
invention	inventing the future: postcapitalism and a world without work	5
invention	invention promotion firm	5
invention	inventors' day	5
invention	kranzberg's laws of technology	5
invention	lemelson-mit prize	5
invention	multiple discovery	5
invention	national inventors hall of fame	5
invention	necessity is the mother of invention	5
invention	patent model	5
invention	proof of concept	5
invention	proposed directive on the patentability of computer-implemented inventions	5
invention	scientific priority	5
invention	technological revolution	5
invention	the illustrated science and invention encyclopedia	5
invention	timeline of historic inventions	5
invention	science and invention in birmingham	5
hundredth monkey effect	confirmation bias	5
hundredth monkey effect	decline effect	5
hundredth monkey effect	infinite monkey theorem	5
hundredth monkey effect	meme	5
hundredth monkey effect	multiple discovery	5
hundredth monkey effect	tipping point (sociology)	5
history of science	history	5
history of science	history of mathematics	5
history of science	history of measurement	5
history of science	history of philosophy	5
history of science	history of astronomy	5
history of science	history of biology	5
history of science	history of chemistry	5
history of science	history of physics	5
history of science	history of the social sciences	5
history of science	history of science and technology	5
history of science	2020s in science and technology	5
history of science	science and technology in canada	5
history of science	history of science and technology in china	5
history of science	science and technology in india	5
history of science	timeline of science and technology in the islamic world	5
history of science	history of technology	5
history of science	history and philosophy of science	5
history of science	philosophy of science	5
history of science	imre lakatos	5
history of science	naïve empiricism	5
history of science	history of scholarship	5
history of science	science studies	5
history of science	history of science policy	5
history of science	multiple discovery	5
history of science	philosophy of history	5
history of science	science	5
history of science	fields of science	5
history of science	cognitive sciences	5
history of science	natural science	5
history of science	social science	5
history of science	science tourism	5
history of science	theories and sociology of the history of science	5
history of science	timeline of scientific discoveries	5
history of science	timeline of scientific experiments	5
history of science	timeline of scientific thought	5
history of science	timeline of the history of the scientific method	5
history of science	women in science	5
historic recurrence	amity-enmity complex	5
historic recurrence	the anatomy of revolution	5
historic recurrence	big bang	5
historic recurrence	big bounce	5
historic recurrence	cliodynamics	5
historic recurrence	cyclical theory (united states history)	5
historic recurrence	dark (tv series)	5
historic recurrence	the decline of the west	5
historic recurrence	oswald spengler	5
historic recurrence	dynastic cycle	5
historic recurrence	eternal return	5
historic recurrence	exceptionalism	5
historic recurrence	eureka: a prose poem	5
historic recurrence	edgar allan poe	5
historic recurrence	fractal	5
historic recurrence	generation zero (film)	5
historic recurrence	is the holocaust unique?	5
historic recurrence	lest we forget	5
historic recurrence	multiple discovery	5
historic recurrence	never again	5
historic recurrence	peter turchin	5
historic recurrence	philosophy of history	5
historic recurrence	repetition (kierkegaard)	5
historic recurrence	søren kierkegaard	5
historic recurrence	the rise and fall of the great powers	5
historic recurrence	smihula waves	5
historic recurrence	social cycle theory	5
historic recurrence	social physics	5
historic recurrence	societal collapse	5
historic recurrence	state collapse	5
historic recurrence	strauss-howe generational theory	5
historic recurrence	 the true believer	5
historic recurrence	thucydides trap	5
discovery (observation)	bold hypothesis	5
discovery (observation)	creativity techniques	5
discovery (observation)	contact zone	5
discovery (observation)	logology (science)	5
discovery (observation)	multiple discovery	5
discovery (observation)	revelation	5
discovery (observation)	rights of nature	5
discovery (observation)	role of chance in scientific discoveries	5
discovery (observation)	scientific priority	5
discovery (observation)	serendipity	5
discovery (observation)	timeline of scientific discoveries	5
convergent evolution	iterative evolution	5
convergent evolution	breeding back	5
axial age	ancient philosophy	5
coincidence	alignments of random points	5
coincidence	bible code	5
coincidence	confirmation bias	5
coincidence	ideas of reference and delusions of reference	5
coincidence	ley line	5
coincidence	mathematical coincidence	5
coincidence	pareidolia	5
coincidence	post hoc ergo propter hoc	5
coincidence	the roots of coincidence	5
coincidence	synchronicity (book)	5
tests of special relativity	tests of general relativity	5
tests of special relativity	history of special relativity	5
tests of special relativity	test theories of special relativity	5
timeline of special relativity and the speed of light	history of lorentz transformations	5
timeline of special relativity and the speed of light	timeline of gravitational physics and relativity	5
heinrich burkhardt	alfred kleiner	3
princeton university	higher education in new jersey	3
princeton university	big three (colleges)	3
princeton university	the princeton university summer journalism program	3
princeton university	princeton university department of physics	3
derivations of the lorentz transformations	lorentz group	5
derivations of the lorentz transformations	noether's theorem	5
derivations of the lorentz transformations	poincaré group	5
derivations of the lorentz transformations	proper time	5
derivations of the lorentz transformations	relativistic metric	5
derivations of the lorentz transformations	spinor	5
big three (colleges)	ivy league	4
big three (colleges)	little ivies	4
big three (colleges)	little three	4
big three (colleges)	colby-bates-bowdoin consortium	4
big three (colleges)	oxbridge	4
big three (colleges)	seven sisters (colleges)	4
big three (colleges)	sky (universities)	4
big three (colleges)	c9 league	4
big three (colleges)	golden triangle (universities)	4
big three (colleges)	group of eight (australian universities)	4
higher education in new jersey	lists of colleges and universities	4
higher education in new jersey	business school	4
higher education in new jersey	lists of law schools	4
